soil_moisture,temperature,humidity,rainfall,water_needed
18.19548533667535,23.86330467,83.15250801,285.2493645,1
19.47400022303122,21.01944696,82.95221726,298.4018471,2
10.470323050276075,24.17298839,83.7287574,257.0343554,5
19.71000774484648,22.78133816,82.06719137,248.7183228,2
17.241898182189612,25.62980105,83.52842314,209.9001977,3
23.532235559361865,25.59704938,80.14509262,200.834898,1
22.691620214136808,23.83067496,84.81360127,298.5601175,2
10.924939769484348,26.31355498,82.36698992,265.5355937,6
14.65936235062398,24.8972823,80.52586088,183.6793207,6
15.672750919557645,24.958779,84.47963372,196.9560008,3
20.81748305905524,23.24113501,84.59201843,233.0453455,6
16.434935959029833,21.66628296,80.70960551,210.8142087,4
14.83400005660129,24.63544858,80.41363018,253.7202781,6
24.8121987674652,23.43121862,83.06310136,219.9048349,6
10.907756040294556,20.0454142,80.3477562,208.5810155,2
29.146041129266138,23.85724032,82.22572988,195.0948311,3
21.279364223543475,21.97199397,81.89918197,227.3637009,3
16.404267961783816,26.22916897,83.83625819,286.5083725,4
13.104904061824998,23.44676801,84.79352417,283.9338466,2
21.98743157620418,25.65553461,83.47021081,217.3788583,3
23.16205187173825,24.44345477,82.45432595,267.9761948,6
14.510480330649036,20.2801937,82.1235421,191.9535738,2
13.538539648190984,21.7238313,80.2389895,277.9626192,6
14.592365270038036,20.41447029,82.20802629,245.1511304,6
14.696973511495068,25.75528612,83.51827127,245.6626799,5
19.56912273836052,20.61521424,83.77345559,279.5451717,4
13.825855174688847,21.84106875,80.72886384,202.3838319,1
12.798551225078883,20.08369642,83.29114712,263.6372176,4
16.952351417059347,24.45802087,82.74835604,182.5616319,3
15.393957784044227,21.14347496,80.33502926,198.6730942,6
10.308661233612549,25.78720567,82.11124033,243.5120414,4
18.880685233418696,23.64124821,80.28597873,263.1103304,6
23.365152996616825,23.43191632,80.56887849,269.5039162,4
18.82594598228736,24.97669518,83.891805,204.8001847,5
26.46537120009733,22.72791041,82.1706881,260.8875056,2
28.479208747976088,24.87300744,82.84022551,295.6094492,6
26.958458153643253,21.32376327,83.00320459,192.3197536,6
12.692405256703813,26.29465461,84.56919326,257.4914906,5
21.74293462232248,22.2286982,81.85872947,278.0791793,2
11.75158593268405,26.73072391,81.78596776,280.4044392,6
16.512010148068555,24.88921174,81.97927117,185.9461429,3
29.615404320651862,26.88444878,81.46033732,194.5766559,5
25.619096306119157,22.67846116,83.72874389,200.9133156,4
19.69262826236996,26.08867875,80.37979919,182.9043504,2
11.875026900296128,25.42977518,82.94682591,195.3574542,2
28.761611146685205,26.40323239,81.05635517,223.3671883,4
16.7470551416293,26.04371967,84.96907151,186.7536773,2
12.612552024800824,25.2827223,80.54372813,220.1156708,3
28.298454436135017,22.08576562,83.47038318,231.7364957,5
27.219011180701177,23.28617173,81.43321641,242.3170629,5
17.8886838179578,25.48591986,81.40633547,182.6549356,1
25.94992794053368,23.67575393,81.03569343,233.7034975,3
12.50657530419173,20.82477109,84.1341879,230.2242223,5
28.25910002250434,26.92995077,81.91411159,290.6793783,2
13.91157577786971,23.83509503,83.88387074,241.2013513,4
10.664596611430836,26.52872817,80.12267476,218.9163567,2
17.122876153973998,26.46428311,83.85642678,248.2256491,4
16.194472911082855,22.69657794,82.81088865,256.9964761,3
23.81684773602596,22.68319059,83.46358271,194.2651719,1
27.740009084178773,21.53346343,82.14004101,295.9248796,5
11.523065573544692,21.40865769,83.3293191,287.5766935,1
14.7774823617743,26.54348085,84.67353597,183.6222657,3
28.968310478447773,23.35905428,83.59512273,188.413665,4
28.15611423752392,22.61359953,63.69070564,87.75953857,1
20.077735685013888,26.10018422,71.57476937,102.2662445,1
15.374348473394676,23.55882094,71.59351368,66.71995467,5
27.03065827167512,19.97215954,57.68272924,60.65171481,3
26.64690297120908,18.47891261,62.69503871,65.43835393,2
16.916115717602835,21.77689322,57.80840636,102.0861694,3
23.187377578327315,25.6217169,66.50415474,105.4654703,5
23.96198764939306,25.19192419,66.6902901,78.06639649,4
25.43969221505493,20.41683147,62.5542482,65.27798457,3
18.810809946739603,24.92162194,66.78627406,109.2162279,2
18.35536638092298,23.31689124,73.4541537,94.29712821,4
15.475575411009304,24.84016732,68.3584573,74.05474936,5
28.81810743413301,22.27526694,58.84015925,63.87020584,6
16.51598934276396,18.87751445,65.76816093,94.76189431,2
20.220159164922585,25.19008683,60.2001687,72.12375573,2
29.564409215525536,18.25405352,55.28220433,63.72358154,5
20.02109254320799,24.6129118,70.4162444,104.1626147,5
29.564065781027196,25.1420613,65.26185135,76.68456006,5
17.777308012949078,23.09348056,60.1159381,65.49730729,5
28.361883052679257,18.05033737,62.89366992,84.23613484,4
25.08406622790464,24.9321581,73.80435276,79.74078719,5
16.483831774064306,18.14710054,71.09445342,88.07753741,4
10.557327891943224,18.28362235,66.65952796,80.97573281,6
20.709097635329297,18.83344471,58.75082029,79.7532896,4
21.22619485890013,25.71895816,67.22190688,74.51490791,1
26.550300867005102,25.33797709,68.49835977,96.46380213,2
19.783968908523512,23.89114571,57.48775781,102.8301942,3
13.366998531307289,21.53574127,71.50905983,102.4852929,6
11.766911669745031,23.08974909,63.10459626,70.43473609,1
20.70903958586095,25.61707368,63.4711755,108.8303762,2
12.024365136909855,21.44526922,63.1621551,65.88951188,1
10.825667707107044,18.51816776,55.53128131,90.988051,1
10.31015108426444,22.53510514,67.99257471,64.40866039,2
25.994938800495667,23.02038334,61.89472002,63.03843397,6
16.11860233000442,24.89364635,65.61418761,87.9298085,3
16.18147559658525,25.77175115,74.089114,107.4931917,2
15.5097196119876,19.39851734,62.35750641,60.95197486,4
25.40648231124742,21.54156232,59.64024162,109.7515385,1
22.6919053080773,23.79746068,74.82913698,91.76337172,1
28.784592006394572,18.9802729,74.52600826,94.26249353,5
14.69504496019837,24.10859207,73.13112261,71.07562236,3
17.626428704420114,24.7947077,70.04556743,76.72860067,4
25.58405607247876,21.63162756,60.27766379,69.21803098,2
24.3952801312897,25.37548751,57.21025565,101.7004306,3
22.423386416477808,22.21738222,72.85462807,106.6213157,1
14.48966526248931,20.58314011,69.00128641,66.29390357,1
21.26041449846777,24.87502824,68.74248334,91.26056654,2
25.00861027953608,20.03728219,56.35606753,109.024141,1
27.45962737569484,25.95263264,61.89082199,99.57981207,5
28.43589067014948,19.28889933,65.47050802,71.3195307,1
25.405561379933715,20.57981887,65.34583901,78.34604471,6
28.443769919769352,24.71417533,56.73426469,88.45361858,2
17.177087805545685,20.27317074,63.91281869,62.50351892,5
20.860039409441107,18.41932981,64.23580251,76.41312437,5
20.17302945406609,23.39128187,61.74427165,107.3198135,5
27.24057149159221,19.84939404,61.24500053,100.7689246,3
25.75189006255298,21.869274,61.91044947,107.2681929,5
14.633805874356844,22.8056033,56.50768935,101.5952794,6
18.41980355150965,19.0781471,69.02298571,80.72515943,1
11.813093986606347,22.02720976,65.35549924,83.73280082,3
20.040852237917964,23.80546189,59.24537979,89.9622014,3
18.104902150279425,18.52510753,69.0276233,88.10234397,6
29.26467351986148,23.50297882,61.32026065,64.77791424,3
19.331725558633,26.54986394,72.89187265,73.33636055,3
16.30111470104408,19.29563411,69.63481219,83.21030571,3
15.481196021626536,20.68899915,59.4375337,103.651438,3
26.570913509730723,19.32666088,68.034493,84.22969177,5
15.55441258248264,24.60532218,73.58868502,96.59195302,3
15.74570393886939,22.27373646,59.52193158,67.96704792,1
17.363971184414066,25.70196694,61.33450447,83.20711308,6
16.247215558153485,19.20129357,68.30578978,87.85092352,4
18.8732305939474,21.70181447,60.47470519,95.71388473,4
24.77973159794391,20.51716779,59.21235483,67.61013737,1
15.79416857957826,23.30355338,73.62548442,97.59081274,4
15.119546282543409,24.2547451,55.64709899,64.23845455,4
11.787229925774788,24.86374934,65.7420046,75.82270467,6
27.32199653303682,22.6265115,65.77472881,88.17251033,1
13.140268766996403,18.04185513,60.61494304,104.2321615,2
17.31523561761122,23.26237612,72.33125523,67.10225139,6
25.152751993732775,22.88330922,71.59722446,67.72777298,5
21.989640068600732,25.97482359,69.36385721,103.2234212,2
24.61074581078945,26.14384005,66.20569924,107.2361366,4
23.856300168189968,18.66116213,61.55327249,75.03247667,2
24.418857520447084,25.10787449,55.97732754,78.16077693,2
22.223938666202645,23.33844615,59.24580604,105.0083144,5
14.870988392069222,25.08239719,65.92195844,62.49190812,2
15.390627022479428,25.36768364,72.52054555,107.9124111,2
25.52928577439126,25.34217103,63.31801994,74.52082026,6
21.418969534149536,25.00933355,67.816568,62.91359494,5
29.79614445339352,18.66746724,71.516474,69.93293255,6
22.52220633019757,20.37999665,63.73849998,108.5054416,2
22.16050304824517,18.09300227,72.61024172,78.96159541,4
25.203148573763222,26.16985907,71.96246617,79.84925393,2
10.829340209454172,18.65396672,61.37879671,93.62039175,4
26.51320154509817,26.07470121,59.37147589,85.75692395,6
14.204733068318305,18.92851916,72.80086137,82.34162918,6
14.644122612068678,23.30546753,63.24648023,108.7603001,4
27.443328277090263,18.74826712,62.49878458,70.23401597,3
23.877505842772575,19.74213321,59.66263104,65.50861389,2
11.318500163338104,25.73044432,70.74739256,98.73771338,6
17.883769647178593,17.02498456,16.98861173,88.55123143,3
27.05509317878045,19.02061277,17.13159126,79.92698081,6
10.333280500159196,17.88776475,15.40589717,68.54932919,3
19.18716957882736,18.86805647,15.65809214,88.51048983,3
17.398324281444683,18.36952567,19.56381041,79.26357665,4
17.39105459619854,20.45078582,15.40312102,92.68373702,4
11.86449934520388,20.6543203,16.60820843,74.6631118,5
20.80520694710316,17.3348681,18.74926979,82.61734721,4
16.855989834990762,18.17912258,18.90426935,81.84997529,5
28.194534550199293,18.01272266,18.30968112,81.98568791,1
16.377314990448518,20.99373558,19.33470387,93.55280105,1
18.649005552034158,19.46233971,15.22538951,74.58565097,5
16.226574044304257,19.81344531,14.69765308,78.96514709,5
25.460091273127905,18.97424756,19.5161216,80.7108745,5
16.66349434113963,18.19737048,14.71070537,70.18185181,6
25.13860270697137,18.72963144,19.18197264,71.58010169,1
18.08944050167041,20.99502153,19.8601304,73.50734019,2
17.54654752624201,20.28155898,16.39535215,82.52339655,6
10.38199087623738,17.48042641,15.7559405,66.96980581,1
26.23268612268895,20.88818675,14.32313811,90.46228334,6
21.29377485094609,17.08498521,16.14565756,71.31007253,6
21.98104519816333,20.09340593,15.11279612,85.74904898,3
10.139559488060785,17.57212145,14.99927489,89.31050665,5
21.162223655975843,19.12065218,18.43475844,85.52950164,5
29.24766608564906,18.57665902,19.22008229,72.94940441,5
12.749978307351926,17.16606398,14.42457525,72.32667516,4
19.94660520390211,18.2872007,16.67921616,74.87445574,5
28.161800463685136,19.03025305,18.66725565,94.70992037,1
14.94566795676447,17.1418614,17.0662427,83.74606679,1
29.54751947015624,17.47809436,17.93253975,78.92060234,2
25.714360682572632,20.56601874,14.25803981,83.75937135,5
18.75329668639308,17.22385224,15.82069268,76.57580954,1
19.77662735497598,19.69141713,19.44225438,91.76071648,5
25.01219432511382,17.84851658,19.09172907,76.32470713,6
23.165716293534224,18.8202251,16.1074793,89.73119396,5
12.154437978074892,17.47500984,16.54314829,93.35034262,3
11.480270533958736,18.72649425,17.58406365,81.20176515,5
27.452257018012133,18.65580107,16.17772668,81.70769297,5
13.26077622047605,18.2356751,19.68538502,83.74879344,3
24.21622413859022,18.81198127,15.21618225,77.5429424,1
29.99492905819812,18.65054116,17.80852431,77.92798682,6
27.082363240405464,20.36720401,16.89574311,82.2545577,6
20.394642863959994,18.38120357,16.63805158,70.52056697,4
22.790242154768656,17.17012591,17.30457712,72.78624223,1
18.080024986404176,19.37101121,15.77458129,85.24819851,5
22.78968891335932,17.92845928,14.27327988,85.37378769,6
14.998251504511178,19.45339934,18.23490739,75.6317566,1
21.541871460057635,19.12829388,14.92241479,89.61857826,5
26.772502737496232,19.1034283,17.26184541,75.49101167,1
24.623966249910847,17.48504075,16.96070581,86.05078037,3
26.38601641316534,19.40751744,18.98030507,80.25064637,6
19.62846268566769,20.18649426,19.63719995,78.26039559,5
18.531786438595475,17.30287885,15.15405941,75.57790384,2
21.73801419770495,17.50361137,15.48083156,72.9446671,3
22.03614471986157,18.17234999,14.70085967,90.7760707,6
21.05992581809401,17.57445618,16.71826572,77.81891424,2
24.822017865932946,20.93175255,18.91295403,78.06910795,1
29.943211443255056,19.71098332,17.63879418,85.57925437,3
29.0241727125213,19.07937684,17.86754927,69.40619137,6
11.667579744366584,18.54988627,16.02542689,76.32565249,5
21.80007413783345,18.19903647,17.41333199,80.6405403,4
18.067476026225933,18.88852533,14.99451145,80.1113384,5
24.037268835277036,18.49311205,14.72115044,91.94595352,5
14.23907603538938,19.48974337,17.17260319,87.51312796,1
11.8285937485254,17.25769499,18.74943955,94.00287214,6
15.897071974750856,19.62416326,18.71483156,88.4585692,4
19.947621318367467,20.67526473,19.85388984,84.78344008,5
28.250741125292,20.02381489,16.63294455,68.97806542,2
11.656547185356438,20.1187446,14.44228303,88.68168643,5
29.97996598336817,20.65691793,15.84572566,65.23811143,3
27.393446589245823,19.2582557,14.2804191,65.78042032,3
26.478581969419828,17.927806,15.85622899,74.63872762,5
26.67850111240156,19.16288268,15.83500655,82.69766829,4
19.73852998653529,20.26942271,19.96978871,69.64449182,2
28.38369942515904,17.09104223,18.25142068,87.27444866,5
13.357899296620008,17.06579293,17.54024066,70.87150577,4
26.94225128596082,20.62767492,14.44008871,92.06630306,2
12.77954673106138,20.8248451,17.85057083,79.20509212,4
27.096972090022707,19.46210401,18.72831993,68.81405149,2
28.901180479380105,17.18248372,16.42891834,72.85017344,5
13.320788058022774,17.48911699,16.39055394,79.45758333,5
27.295604427348373,17.48395377,14.76014523,65.11365631,5
12.970284474954587,19.48316794,17.44534641,80.4986291,6
28.483221209014367,19.71359733,18.09665739,73.64476535,3
22.84477059004342,19.48649305,16.06240074,81.5284269,5
14.90137643538507,19.95264829,14.82633099,88.6810311,2
11.284287837910371,19.41789736,16.80472243,68.4951189,3
16.865705857598286,19.45591848,18.02235902,78.44910564,5
13.24948353816419,20.19137759,16.41998269,77.33795356,5
11.531019543181118,18.8392908,14.74071856,94.78189594,6
11.107673771458952,20.71219282,19.83643308,94.03659867,3
15.17605479052179,18.99424448,15.9362937,78.69707199,3
22.35165870933058,19.96837462,15.57324389,69.15759062,1
22.86506219543244,17.81564548,17.60756635,90.82097601,5
10.755513474047405,20.71424384,15.27824066,76.77888672,3
24.775945985932008,17.34150229,18.75626255,67.9545435,3
26.67336072523073,17.43732714,14.33847406,73.0926704,6
13.838533161313348,18.89780215,19.76182946,69.09512477,5
16.847427570162445,18.59190771,14.77959596,89.60982451,2
11.81700806960412,18.31561493,15.36143547,81.78710463,4
27.51246858186608,17.13692774,20.59541693,128.256862,2
24.96345299589259,19.63474332,18.90705639,106.3598183,5
17.819731660719924,22.91350245,21.33953114,109.225556,2
25.651885974975315,16.43340342,24.24045875,140.3717815,1
26.504125760169867,22.13974653,23.02251117,76.64128258,5
10.02426042785048,17.84806561,18.77621951,143.0984171,2
16.541197372535187,19.88394011,20.31564139,60.91974792,4
20.60363103984137,19.32509638,23.3334788,104.7783947,2
26.774617745085003,18.4167001,23.42829938,132.9801054,1
18.425932510115626,21.81167649,23.20591245,130.0608093,4
24.964031578852484,19.72702528,18.28173015,143.7630894,4
13.665492297792216,17.15432954,19.87070659,87.99669731,1
28.832605636216627,19.62207826,18.67170854,144.1567454,4
16.42780693223697,21.63149148,21.17919701,134.3649948,5
14.433044818296704,16.06522754,18.72479695,88.06638775,3
10.805769979411888,20.61162204,24.36314135,69.63833855,3
14.151682493405776,21.42451099,20.39659714,116.5206923,2
28.75197472595325,19.07096165,21.21092266,86.21917578,4
16.017119950826903,21.18853178,19.63438599,137.1948633,5
10.08056813437508,23.0429097,22.42610972,108.3684316,2
13.94424908706781,20.65375833,23.10538637,67.71768947,5
22.913729556605283,18.09551014,18.29318436,144.7902323,6
16.616754025087637,18.23775702,21.07643273,69.44951585,3
20.70705997669649,17.48189735,18.8251973,121.9401369,2
26.759698719054494,19.9191786,21.47324158,82.68554379,5
14.442414784704404,20.27514686,23.2353604,139.7521543,2
28.342690862912963,15.77370214,19.2303162,108.3441414,5
28.26949181978873,16.71170642,19.17651433,96.77285817,3
12.45355553664742,17.66148158,18.15302753,100.6711761,4
26.08926270459005,18.50692825,23.61670065,87.0513289,2
29.59891522667612,24.51324787,20.81527638,64.19497947,4
16.071083939229037,18.87614998,24.54038287,105.4120514,2
21.10292381552731,21.59343016,20.31871249,61.13872036,2
25.961731636860627,20.12373284,24.45202552,106.158201,1
22.59439814917546,15.43546065,18.37477907,139.0302034,3
11.968096013573623,22.64236876,21.59396123,122.3886015,6
29.11433231879194,21.98560799,24.87304788,129.5650601,4
15.118545496371134,20.53052663,18.09224048,120.4509288,1
24.583990699880477,15.78601387,21.14544088,95.17028129,3
16.475552973043193,19.6365349,19.68751084,96.65888933,4
16.247993900123042,20.57341244,19.7520218,87.87869161,3
29.87351889473596,20.16080524,24.84207559,138.2362122,3
19.8253219033782,21.53989176,24.25386207,120.6913038,5
26.760166422245693,15.53834801,23.75560241,107.3850593,3
27.762002719534,19.91853092,20.70099804,108.6434544,3
26.19833580529604,20.76952209,18.93146941,109.0193712,4
20.47243451773837,23.46168338,23.22197648,95.84253438,3
16.07083494731713,24.32116642,21.0278674,60.27552528,6
15.691226228148736,20.12574053,24.96969858,100.0497183,4
21.35430384488906,21.80619564,18.57086554,125.0972687,3
12.028981062864595,19.52226241,24.92607153,113.334026,4
22.44296685810167,17.00067625,19.90790546,103.2926407,5
18.43342367784564,16.78791503,24.96881755,75.45328039,1
13.942790975596775,24.84906168,22.89464642,62.21292186,5
17.946604234832,16.51783455,20.4555596,98.77794225,1
18.922862175409264,18.15300153,19.38602098,107.6907964,1
10.971919704895674,23.18864385,22.3104551,63.38208822,6
26.566190855190783,23.38002569,21.98879437,87.66898664,1
17.618195055144753,18.358923,19.37703396,138.414764,3
21.357883024408736,19.25975367,20.51346956,94.9533526,6
23.469396541671507,22.95458237,24.03553105,107.7315386,2
15.453491204089453,20.120043,22.89845607,104.6252153,5
11.895561105974524,21.14011423,22.7182355,141.6056722,1
24.542975289438644,24.92360104,18.22590825,62.7089169,2
24.83407740527442,15.33042636,24.91506728,135.3315583,5
21.17633235202116,18.81097271,21.27833035,125.084915,6
17.773925549896163,23.44260668,22.77255917,107.4137246,4
29.080227525230203,22.8352024,18.97267518,63.59276673,3
20.43591067668373,24.9035819,22.27512704,146.4727237,1
29.676942328809936,23.78709569,24.35679348,119.6404412,6
23.90900735942316,22.05592283,19.60379304,126.7265372,1
19.895010310467995,18.87492997,20.18238348,134.1811718,2
16.61647633429648,18.62328774,23.02410338,135.3378033,2
28.899088824927887,23.00884744,18.86880997,100.118612,1
26.16962610505743,19.33162606,24.13995025,68.51253427,3
18.355384003808155,16.24469193,21.35793891,66.97053257,3
29.2824667028517,17.91652287,24.90814655,69.14681022,6
11.983118511669431,15.46789263,21.43780702,88.88796102,1
17.906917426643606,17.06104474,23.77201471,81.83420522,2
21.161898388489256,21.32776028,18.48522915,109.1013261,5
15.353073018423906,23.90910104,20.74619325,81.60211243,6
13.788061540765955,23.89756791,22.74378977,112.6616435,4
13.23421114798425,22.98666928,20.57940608,143.8584938,5
21.737838617637927,21.35135729,22.91244883,146.4548645,3
27.837638914081943,24.1638445,19.27907819,116.7324324,6
18.011115897496307,24.62835037,18.18325169,149.7441028,1
20.7434885365372,21.02213209,24.93896255,124.6118471,4
28.133786676387416,17.30844532,20.01730914,115.199245,6
12.722751429431252,23.82576704,24.75485098,84.64143632,3
12.531124637144435,19.30607278,23.96362799,129.3449326,2
14.977243556855884,16.03768615,22.33195853,130.3900798,6
26.038360544951527,19.18572809,20.83398341,80.15293435,3
29.00728658906845,19.92889503,21.79992115,64.02640797,2
11.31636673750176,19.56376468,24.67385131,139.2921004,5
23.291332348908178,18.31357543,24.32991649,76.14153904,3
17.946714843631362,20.10993761,23.22323766,73.36386477,6
19.490939662428342,23.60506572,21.90539577,100.5978728,1
11.653781873535564,19.73136909,24.89487354,84.06354115,1
24.23069465499101,20.93409877,21.1893007,133.1914419,6
13.799752224936125,18.78226261,20.24768314,104.2570723,6
12.300796996218914,36.51268371,57.92887167,122.6539694,3
21.690469967780327,36.89163721,62.73178224,163.7266551,5
27.20553611295348,29.23540524,59.38967583,103.3301803,5
11.836692557738576,27.33534897,43.35795962,142.3303677,5
11.474456310853924,21.0643684,55.46985938,184.6226709,6
19.68149449674748,30.33276599,42.35249879,149.299952,4
29.61732802823861,31.80130272,45.03186173,147.0361442,1
28.149057634325928,33.18184225,38.23184742,198.8298806,3
20.519347500263585,29.38538562,63.47742011,90.05422663,1
13.2269111054086,30.27374995,67.38680755,127.7767134,2
17.039146933469503,35.45790488,68.75810535,108.6333046,1
17.316644609244523,33.80020039,40.03262418,176.6165894,3
18.977267616760244,28.69180475,49.47225353,96.36222901,3
24.374317867416305,31.24021696,56.67369054,122.0146733,3
10.111576199163585,28.98039357,57.23265151,120.7435664,4
23.844591844386525,27.32198928,34.13737127,96.51524028,5
22.34487535165203,21.47607807,38.80023714,180.382234,3
10.839354431342027,18.31910448,34.69776639,107.4721605,3
19.804437899305963,36.97794384,37.73992903,161.4812963,2
11.925177213490825,24.80467592,40.1242747,121.5639121,5
28.00339268681403,19.3479443,55.96805489,194.5921148,6
20.609035288675575,28.88302142,50.12323801,179.2155874,4
14.99847935562,19.54314136,47.19188279,192.4372194,3
29.463761862908957,24.7741949,50.54621094,114.2821387,4
19.44391426198989,18.33124824,38.40975482,139.6483317,1
29.57541025793995,19.14729038,45.3733757,132.7748215,3
25.240901136770265,28.23416057,49.4421345,186.5008581,6
26.39936213598953,30.11812084,34.13307843,157.0858232,3
28.960571249626923,33.4126864,35.42910045,139.6702541,1
12.42564520814211,24.18553163,46.68746847,177.3377996,1
23.85391520298036,26.88630675,41.69617915,94.46748008,1
18.17458205825503,31.33170829,57.97429171,161.7820226,4
27.239878784955625,33.30711818,67.07780816,108.5090168,3
10.823293035205078,23.45379018,46.48714759,150.8712202,5
17.175231257937416,34.53823889,39.04468913,168.5948318,3
12.198484002327143,19.50112224,34.51086611,197.3752649,2
21.93074253051045,28.76794904,37.57792132,91.72084869,1
25.40139350951928,30.97758716,32.24914235,180.716828,4
17.550465980619173,18.39759147,36.82639309,93.12330644,5
22.27373568600596,35.09357419,30.98685456,116.9106908,4
13.104249501878993,34.93174223,30.40046769,159.2649827,5
28.543974679479614,29.50523036,35.72032498,187.8961851,4
24.12416135291685,34.51934775,47.52980027,129.0064612,2
10.322210948495435,28.43430726,52.10010827,147.0414824,2
17.63277578044524,18.41645629,34.80541039,163.2747473,1
21.78762944612024,31.07508973,47.19847683,91.31256412,1
16.034651062413694,20.89342749,46.24856523,195.5697875,4
18.13409503937096,30.90607799,52.79913039,170.9919828,2
20.869700420788323,27.9348279,66.45457122,145.3728801,4
17.446672583396285,35.95176642,36.52780776,136.0456753,1
20.8171208872756,19.54317155,56.92831399,173.1686574,4
22.31779011810577,19.63736208,32.31528909,176.4134092,1
28.584563960000423,31.2192752,56.46868874,129.2028653,6
26.79830410905741,33.50876355,45.70976142,126.6738117,3
14.0764188625773,24.80710166,45.01110015,188.4928637,4
23.44738660801529,36.20970524,31.94550613,191.0658531,5
24.55603787299254,30.50420876,35.48885969,162.5927723,4
23.026259523357037,26.01630259,49.94704718,160.3337447,1
13.503443492069124,31.48469278,35.6395615,100.546816,4
11.14442455105382,33.15122581,32.45974539,105.0380275,4
10.861290327140908,23.50222822,51.29019509,192.3023991,1
19.13500094602272,34.87248659,38.83786012,148.2502786,4
21.01508297367535,28.09269012,44.93322042,197.1144011,6
16.436343351656625,24.54757829,57.3414485,118.3606557,4
20.27335682184806,33.64769646,48.41490082,100.4673278,5
18.77264635408146,20.5591255,60.54880693,191.0895109,4
29.57944517574392,19.95991719,59.33157782,195.787103,2
15.639245965487603,28.87667593,62.4901206,182.2688175,3
16.830723829140045,36.04353699,43.61444121,159.8938645,2
24.70216545099768,23.6734328,47.2879691,141.1250722,5
22.86168392964897,25.74679443,40.7192594,100.7791633,2
28.352043418526467,31.08564994,66.68832981,175.9303271,2
17.990852893646625,18.72987676,61.33186249,139.8710041,3
16.244048200372607,29.50304807,63.46513414,189.5208915,5
24.11837034334575,20.43517772,39.37252634,137.2279662,6
22.7039820593924,36.00415838,56.01334416,134.8596466,2
15.507253104127388,31.46846241,35.39454002,174.5723999,5
17.245111131009196,36.30049702,56.03021253,101.6073988,5
14.239629393797188,29.49096726,67.10604388,153.2504506,4
22.880546308604025,30.5753044,34.75591197,177.5764304,1
13.65159806700084,24.69487673,59.96669215,91.95792434,5
27.40851176067615,23.17409556,36.67847052,162.5931264,6
10.044198588370408,19.04380471,33.10695144,155.3705624,4
22.228344391082477,29.32379604,45.93248374,165.4113371,6
14.745659861885434,34.6455408,54.32342534,180.9009998,4
14.667143323270045,21.9989826,56.31006755,136.8274312,3
29.525719559895617,22.99774444,60.24218572,159.689339,1
11.99450787833964,30.55992394,35.29006485,178.8998611,2
16.833088612854667,31.46417866,48.17631461,165.405354,2
24.337247163015935,25.95058595,40.58227261,109.1821183,4
16.046434214997014,21.01142393,69.69141302,185.2039114,6
25.892655539610168,19.25100056,47.70351758,149.063196,5
14.831856249968643,19.24462755,50.54495302,180.6465282,5
29.64027199573485,22.47253208,62.56532471,96.74706956,5
13.452076748075058,36.75087487,58.25799145,124.6028153,5
19.729388147239103,29.89286629,66.35375127,198.1403003,3
11.165825145074,29.37735586,44.82294584,172.40168,3
28.194653190695508,29.65052947,42.89833235,186.9226052,3
27.86323769357574,19.54284889,66.34777265,173.1106982,4
